Date;Close Price
2016-10-03;1313.3
2016-10-04;1283.3
2016-10-05;1269.4
2016-10-06;1254.5
2016-10-07;1258.8
2016-10-10;1259.5
2016-10-11;1253.5
2016-10-12;1256.5
2016-10-13;1261.1
2016-10-14;1251.8
2016-10-17;1254.8
2016-10-18;1258.2
2016-10-19;1269.1
2016-10-20;1271.7
2016-10-21;1266.1
2016-10-24;1265.6
2016-10-25;1269.4
2016-10-26;1270.5
2016-10-27;1266.3
2016-10-28;1273
2016-10-31;1272
2016-11-01;1288.5
2016-11-02;1303.8
2016-11-03;1301
2016-11-04;1302.8
2016-11-07;1283.1
2016-11-08;1282.4
2016-11-09;1281.4
2016-11-10;1267.5
2016-11-11;1236.5
2016-11-14;1213.6
2016-11-15;1227
2016-11-16;1229.2
2016-11-17;1226.8
2016-11-18;1211
2016-11-21;1214.3
2016-11-22;1212.3
2016-11-23;1185.4
2016-11-24;1186.1
2016-11-25;1187.7
2016-11-28;1187
2016-11-29;1186.6
2016-11-30;1178.1
2016-12-01;1161.9
2016-12-02;1173.5
2016-12-05;1162.2
2016-12-06;1172.5
2016-12-07;1177.7
2016-12-08;1171.1
2016-12-09;1163.6
2016-12-12;1156.1
2016-12-13;1158.6
2016-12-14;1162.3
2016-12-15;1127
2016-12-16;1131.6
2016-12-19;1136.3
2016-12-20;1125.7
2016-12-21;1133.7
2016-12-22;1131.4
2016-12-23;1131.4
2016-12-26;1131.4
2016-12-27;1131.4
2016-12-28;1134.6
2016-12-29;1145.9
2016-12-30;1145.9
2017-01-02;1145.9
2017-01-03;1151
2017-01-04;1164.3
2017-01-05;1176.7
2017-01-06;1175.9
2017-01-09;1178.5
2017-01-10;1189.5
2017-01-11;1178.6
2017-01-12;1205.1
2017-01-13;1190.4
2017-01-16;1203
2017-01-17;1216.1
2017-01-18;1214.8
2017-01-19;1196.1
2017-01-20;1200.6
2017-01-23;1212.9
2017-01-24;1216.8
2017-01-25;1195
2017-01-26;1189.7
2017-01-27;1184.9
2017-01-30;1192.8
2017-01-31;1212.8
2017-02-01;1203.7
2017-02-02;1222
2017-02-03;1215.2
2017-02-06;1226.8
2017-02-07;1231
2017-02-08;1242.1
2017-02-09;1236.8
2017-02-10;1228.3
2017-02-13;1222.3
2017-02-14;1230.8
2017-02-15;1224.4
2017-02-16;1240.6
2017-02-17;1242
2017-02-20;1237.3
2017-02-21;1233.2
2017-02-22;1236.7
2017-02-23;1247.9
2017-02-24;1253.7
2017-02-27;1257.2
2017-02-28;1255.6
2017-03-01;1240.4
2017-03-02;1238.1
